Dataset,Model,True_Value,Prediction,Residual
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.29411764706,0.371,-1.66511764706
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.3529411764700003,1.2,1.1529411764700004
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.13333333333,0.367,-2.50033333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.125,0.379,-1.504
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.0588235294099997,1.0,1.0588235294099997
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.0,0.387,-2.387
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.2666666666700002,0.5,0.7666666666700002
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.66666666667,1.082,0.58466666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.4,0.367,-2.767
"V-A,V-M,V-NYT,V-T",Emollama-7b,0.5,0.397,0.10299999999999998
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.666666666667,0.371,-1.037666666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.5625,0.683,1.8795
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.1111111111099996,0.5,1.6111111111099996
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.631578947368,0.517,-1.1485789473680001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.5,0.32,-2.82
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.86666666667,0.367,-3.23366666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.61904761905,1.2,1.4190476190499999
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.83333333333,1.28,1.5533333333300001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.38888888889,0.367,-1.75588888889
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.05263157895,0.5,-1.55263157895
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.85714285714,0.5,1.35714285714
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.88,1.28,-3.16
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.89473684211,0.383,-2.27773684211
"V-A,V-M,V-NYT,V-T",Emollama-7b,3.4,1.28,2.12
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.21052631579,1.25,0.9605263157900001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.72222222222,0.29,-2.01222222222
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.933333333333,0.38,-1.313333333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.363636363636,0.517,-0.880636363636
"V-A,V-M,V-NYT,V-T",Emollama-7b,-3.36842105263,0.267,-3.63542105263
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.93333333333,1.06,0.87333333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,3.27777777778,1.2,2.0777777777799997
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.0666666666700002,0.567,0.49966666667000026
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.7692307692299998,1.083,0.6862307692299998
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.777777777778,0.567,-1.344777777778
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.06666666667,1.2,0.8666666666700003
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.11764705882,0.387,-1.50464705882
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.61111111111,0.367,-1.97811111111
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.94736842105,0.531,1.41636842105
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.94117647059,1.2,0.7411764705900001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.51851851852,-2.0,-0.5185185185200001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.61111111111,0.367,-1.97811111111
"V-A,V-M,V-NYT,V-T",Emollama-7b,0.722222222222,0.531,0.19122222222200003
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.36842105263,0.32,-2.68842105263
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.70588235294,0.621,2.08488235294
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.96296296296,0.379,-2.3419629629600003
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.27777777778,0.235,-2.5127777777799998
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.88888888889,0.532,1.35688888889
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.4210526315799998,0.32,-1.74105263158
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.52631578947,0.328,-2.8543157894699998
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.8,0.38,-1.1800000000000002
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.0526315789500003,0.286,-2.3386315789500003
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.909090909090001,1.3,1.609090909090001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.7894736842099996,0.367,-2.15647368421
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.58823529412,0.286,-2.87423529412
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.2,1.2,1.0000000000000002
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.47368421053,0.25,-2.72368421053
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.25,0.367,-2.617
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.6875,1.267,0.4205000000000001
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.5,0.5,1.0
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.375,1.2,1.175
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.72,1.08,-1.8
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.1875,0.367,-1.5545
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.6,0.5,-2.1
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.72222222222,1.2,1.5222222222200001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.93333333333,0.367,-2.3003333333300002
"V-A,V-M,V-NYT,V-T",Emollama-7b,0.466666666667,0.5,-0.03333333333299998
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.7894736842110001,0.387,-1.176473684211
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.4,0.5,0.8999999999999999
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.4,0.276,-2.676
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.46666666667,0.521,1.9456666666700002
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.95,0.32,-3.27
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.47058823529,0.27,-2.74058823529
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.81818181818,0.621,2.19718181818
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.4210526315799998,0.38,-1.8010526315799997
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.17391304348,0.621,1.5529130434799998
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.09523809524,0.25,-2.34523809524
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.05263157895,0.526,0.52663157895
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.1428571428599996,1.2,0.9428571428599997
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.8636363636400004,1.0,1.8636363636400004
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.33333333333,0.5,-1.83333333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.46666666667,0.396,-1.86266666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.6818181818200002,1.083,0.5988181818200002
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.88461538462,1.083,0.80161538462
"V-A,V-M,V-NYT,V-T",Emollama-7b,3.2857142857099997,1.283,2.0027142857099998
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.0,1.2,0.8
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.533333333333,0.367,-0.900333333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.77777777778,0.327,-3.10477777778
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.722222222222,0.397,-1.119222222222
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.53333333333,0.367,-1.90033333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,0.411764705882,0.5,-0.08823529411800002
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.85714285714,0.379,-2.23614285714
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.62962962963,0.367,-2.99662962963
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.9375,0.5,-3.4375
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.6,0.6,1.0
"V-A,V-M,V-NYT,V-T",Emollama-7b,3.53333333333,1.283,2.25033333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,-3.5714285714300003,0.183,-3.75442857143
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.25,1.0,1.25
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.6875,0.583,-2.2705
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.7368421052599998,0.31,-2.0468421052599997
"V-A,V-M,V-NYT,V-T",Emollama-7b,-3.0,0.35,-3.35
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.64705882353,1.083,0.5640588235300001
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.8,1.326,0.474
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.2380952381,0.379,-2.6170952381
"V-A,V-M,V-NYT,V-T",Emollama-7b,0.33333333333299997,0.396,-0.06266666666700005
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.73333333333,0.583,1.15033333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.27777777778,0.397,-2.67477777778
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.91666666667,0.32,-2.23666666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.11111111111,0.5,0.61111111111
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.1875,1.08,0.10749999999999993
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.34615384615,0.397,-2.7431538461500002
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.0666666666700002,1.067,-0.00033333332999974097
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.26666666667,0.621,1.64566666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,0.0,0.5,-0.5
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.4375,1.086,0.3514999999999999
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.1,0.397,-1.497
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.5652173913,0.567,0.9982173913000001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.3,0.321,-2.621
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.88888888889,0.5,-2.38888888889
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.74074074074,0.531,-2.27174074074
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.33333333333,0.35,-1.6833333333299998
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.83333333333,0.5,1.33333333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.4,0.396,-1.7959999999999998
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.52,0.567,0.9530000000000001
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.22222222222,0.567,0.6552222222200002
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.61111111111,0.5,-2.11111111111
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.58823529412,0.5,1.08823529412
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.27777777778,1.26,0.017777777779999893
"V-A,V-M,V-NYT,V-T",Emollama-7b,0.947368421053,0.531,0.416368421053
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.27777777778,0.397,-1.67477777778
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.38095238095,0.31,-2.6909523809500002
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.61538461538,0.583,2.03238461538
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.1,0.32,-2.42
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.86666666667,0.567,1.29966666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.44444444444,1.082,0.3624444444399999
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.78947368421,1.2,1.58947368421
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.8,0.531,1.2690000000000001
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.05555555556,1.3,0.7555555555599998
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.8,0.567,1.233
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.5,0.623,0.877
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.8666666666670001,0.31,-1.176666666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.32,1.2,1.1199999999999999
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.7,0.397,-2.097
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.66666666667,0.5,1.16666666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.111111111111,0.567,-0.678111111111
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.35294117647,1.067,0.28594117646999995
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.17647058824,0.387,-1.56347058824
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.93333333333,0.357,-2.29033333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.0,1.083,0.917
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.70588235294,1.28,1.4258823529399998
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.81481481481,0.286,-2.10081481481
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.40909090909,0.35,-1.7590909090899998
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.1304347826099996,0.581,1.5494347826099997
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.4,0.5,-1.9
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.2,0.5,1.7000000000000002
"V-A,V-M,V-NYT,V-T",Emollama-7b,-3.23529411765,0.35,-3.58529411765
"V-A,V-M,V-NYT,V-T",Emollama-7b,0.1875,0.5,-0.3125
"V-A,V-M,V-NYT,V-T",Emollama-7b,3.1304347826099996,1.283,1.8474347826099997
"V-A,V-M,V-NYT,V-T",Emollama-7b,0.5,0.397,0.10299999999999998
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.21052631579,0.379,-1.58952631579
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.88888888889,0.35,-2.23888888889
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.5,0.397,-1.897
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.23529411765,0.286,-2.52129411765
"V-A,V-M,V-NYT,V-T",Emollama-7b,3.38888888889,1.367,2.02188888889
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.16666666667,0.567,-1.73366666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.8,0.235,-3.0349999999999997
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.0,0.286,-2.286
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.09523809524,1.062,1.03323809524
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.1,0.35,-1.4500000000000002
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.5714285714300003,0.367,-2.9384285714300002
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.0,0.5,-1.5
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.42105263158,0.35,-2.77105263158
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.96153846154,0.671,1.29053846154
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.3125,1.2,1.1125
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.2,0.5,-0.7
"V-A,V-M,V-NYT,V-T",Emollama-7b,0.8,0.567,0.2330000000000001
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.0,0.5,0.5
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.0,0.567,1.433
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.3125,0.25,-2.5625
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.05555555556,0.5,0.55555555556
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.0,0.567,1.433
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.13333333333,1.28,0.8533333333299999
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.4,0.5,-0.9
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.1,0.387,-2.487
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.26666666667,0.397,-2.66366666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.23529411765,0.5,0.7352941176500001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.947368421053,0.38,-1.327368421053
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.2,0.352,-2.552
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.3846153846200002,0.375,-1.7596153846200002
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.1304347826099996,0.5,-2.6304347826099996
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.0,0.367,-2.367
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.4,0.321,-0.7210000000000001
"V-A,V-M,V-NYT,V-T",Emollama-7b,0.8,0.397,0.403
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.55555555556,0.5,1.05555555556
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.41176470588,0.387,-1.79876470588
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.65,0.379,-2.029
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.2666666666700002,0.375,-1.6416666666700002
"V-A,V-M,V-NYT,V-T",Emollama-7b,3.0625,1.06,2.0025
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.17647058824,1.3,0.8764705882399999
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.05882352941,1.2,-0.14117647059000005
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.6956521739099997,0.286,-2.9816521739099997
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.47368421053,0.327,-1.80068421053
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.15,1.083,1.067
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.66666666667,1.2,1.46666666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.78947368421,0.31,-3.09947368421
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.6,0.371,-0.971
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.6470588235299997,1.0,-3.6470588235299997
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.05555555556,0.367,-1.42255555556
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.29411764706,1.083,0.21111764706000002
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.23529411765,1.086,1.14929411765
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.93333333333,0.387,-2.32033333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.8636363636400004,0.532,-3.3956363636400004
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.96153846154,0.29,-2.25153846154
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.23529411765,1.2,1.0352941176500001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.86666666667,0.5,-3.36666666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.4375,0.5,0.9375
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.27272727273,0.621,0.6517272727300001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.5625,0.32,-0.8825000000000001
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.4,0.567,0.833
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.05555555556,1.387,0.6685555555599998
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.0,1.0,1.0
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.35,0.567,0.7830000000000001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.61111111111,0.371,-1.98211111111
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.875,0.397,-2.2720000000000002
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.8823529411759999,0.5,-1.3823529411759998
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.7619047619,1.062,0.6999047618999998
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.75,0.367,-2.117
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.3076923076900004,1.28,1.0276923076900004
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.2666666666700002,0.5,0.7666666666700002
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.22222222222,1.28,0.9422222222200001
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.33333333333,1.086,0.24733333332999985
"V-A,V-M,V-NYT,V-T",Emollama-7b,3.37037037037,1.2,2.1703703703699997
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.39130434783,0.387,-1.77830434783
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.52941176471,0.296,-2.8254117647099997
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.16666666667,0.367,-2.53366666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.95454545455,0.367,-2.32154545455
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.73333333333,0.32,-2.05333333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.8,0.5,-2.3
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.66666666667,1.067,1.59966666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.09523809524,0.581,1.51423809524
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.85,0.5,1.35
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.16666666667,0.32,-2.4866666666699997
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.4285714285699997,0.567,1.8615714285699998
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.73333333333,0.375,-2.10833333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.944444444444,0.32,-1.264444444444
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.52380952381,0.5,2.02380952381
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.0,0.5,0.5
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.22222222222,1.28,0.9422222222200001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.444444444444,0.5,-0.944444444444
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.88235294118,0.581,1.30135294118
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.35294117647,0.5,-1.85294117647
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.96296296296,0.387,-2.3499629629600003
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.21052631579,0.31,-2.52052631579
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.48148148148,0.357,-1.83848148148
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.73076923077,1.367,1.36376923077
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.34482758621,0.5,0.8448275862100001
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.0,0.5,0.5
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.4,0.29,-2.69
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.82352941176,0.521,1.3025294117600001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.421052631579,0.367,-0.788052631579
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.73333333333,0.5,1.23333333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,3.0,0.5,2.5
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.53333333333,0.567,0.9663333333300002
"V-A,V-M,V-NYT,V-T",Emollama-7b,0.875,0.5,0.375
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.22222222222,0.5,1.72222222222
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.85,0.276,-3.1260000000000003
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.33333333333,0.567,0.76633333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.625,1.06,0.565
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.6875,2.067,0.6204999999999998
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.7368421052599998,0.5,1.2368421052599998
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.13333333333,0.397,-2.5303333333299998
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.34615384615,0.5,-1.84615384615
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.66666666667,0.387,-2.05366666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,0.8125,0.367,0.4455
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.4375,0.531,0.9065
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.94444444444,0.5,1.44444444444
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.85185185185,1.0,1.8518518518499998
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.6,0.367,-1.967
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.0,1.25,0.75
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.57142857143,0.35,-1.92142857143
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.88888888889,0.536,-2.42488888889
"V-A,V-M,V-NYT,V-T",Emollama-7b,3.0,1.0,2.0
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.5,0.379,1.121
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.45,0.32,-2.77
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.60869565217,0.532,1.07669565217
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.95652173913,1.283,0.6735217391300001
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.86666666667,1.2,0.6666666666700001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.1111111111099996,0.35,-2.4611111111099997
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.0,0.5,-1.5
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.375,0.621,1.754
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.05555555556,0.387,-1.44255555556
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.29411764706,2.081,-0.78688235294
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.42857142857,1.2,0.22857142857
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.2666666666700002,0.521,-1.7876666666700003
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.94736842105,1.28,0.6673684210499999
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.84210526316,0.367,-2.2091052631599997
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.94117647059,0.5,1.44117647059
"V-A,V-M,V-NYT,V-T",Emollama-7b,3.46666666667,1.0,2.46666666667
"V-A,V-M,V-NYT,V-T",Emollama-7b,1.35294117647,0.531,0.8219411764699999
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.555555555556,0.387,-0.942555555556
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.93333333333,0.5,-3.43333333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.31578947368,0.397,-2.71278947368
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.72727272727,0.5,-2.22727272727
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.93333333333,0.397,-2.33033333333
"V-A,V-M,V-NYT,V-T",Emollama-7b,-2.25925925926,0.276,-2.53525925926
"V-A,V-M,V-NYT,V-T",Emollama-7b,-1.66666666667,0.5,-2.1666666666700003
"V-A,V-M,V-NYT,V-T",Emollama-7b,2.5625,0.586,1.9765000000000001
"V-A,V-M,V-NYT,V-T",Emollama-7b,-0.8,0.516,-1.316
